age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
43,M,474,En Couple,0,false,8667 RA 38
22,F,583,?,0,false,5214 HE 16
22,M,504,En Couple,1,false,6797 SF 22
32,M,493,En Couple,0,false,5671 EG 34
44,F,468,En Couple,2,true,2586 ZU 72
52,M,599,Célibataire,0,false,6402 IA 83
40,F,167,En Couple,1,false,3071 DO 14
22,M,1389,En Couple,0,false,1905 CS 59
55,M,241,En Couple,2,false,4419 OA 46
41,M,480,Célibataire,0,false,3217 BA 54
75,M,236,En Couple,0,false,567 OZ 19
30,F,409,Célibataire,0,false,7127 UJ 74
23,F,406,Célibataire,0,false,8870 ZL 86
54,M,567,Célibataire,0,false,7876 RS 49
23,M,234,En Couple,1,false,8119 BG 70
26,M,573,En Couple,0,false,51 GH 26
41,M,172,Seule,1,false,648 VB 87
34,M,507,En Couple,4,false,2711 EF 21
57,F,782,En Couple,3,false,9458 WW 45
27,M,589,Célibataire, ,false,4384 CC 22
60,M,1146,En Couple,0,false,9225 MJ 72
56,M,707,En Couple,2,false,6052 FU 28
35,M,1192,En Couple,1,false,731 RG 30
18,F,556,En Couple,0,false,5127 AW 75
76,F,551,Célibataire,0,false,2590 UL 87
27,F,466,En Couple,2,false,7317 NW 79
78,M,898,En Couple,0,false,9363 FF 77
31,M,544,En Couple,1,false,8629 QH 41
27,Masculin,1264,En Couple,4,?,567 NU 89
67,M,462,En Couple,4,false,3685 EH 44
25,M,503,En Couple,1,false,5423 VO 53
48,F,1282,En Couple,1,false,8306 OM 88
27,M,516,Seul,0,false,9561 UF 56
18,F,440,Divorcée,1,false,4863 LY 14
48,M,172,Célibataire,0,false,7663 IU 17
19,M,731,En Couple,2,false,5562 IT 80
26,F,240,En Couple,3,false,180 YZ 43
34,M,503,Célibataire,0,false,3676 HL 75
37,M,1185,En Couple,1,false,8182 WZ 85
47,M,185,En Couple,4,false,6935 JA 19
84,M,180,En Couple,1,true,8844 HL 94
24,F,443,En Couple,2,false,8120 XU 20
31,F,493,En Couple,4,false,5112 VM 83
81,F,808,En Couple,1,false,5428 SW 24
20,M,489,En Couple,1,false,8164 NI 90
83,M,1312,En Couple,2,false,4412 TD 40
78,M,520,En Couple,2,false,2726 CI 50
61,F,242,En Couple,0,false,4043 IL 74
58,M,842,En Couple,3,true,1149 TU 76
57,M,173,En Couple,1,false,2980 LF 36
65,Homme,765,Seule,2,false,4691 KG 62
18,M,469,Célibataire,0,false,2230 IV 18
19,F,569,Célibataire,0,false,5754 KE 85
39,M,439,Célibataire,0,false,2521 PF 27
81,M,753,En Couple,4,false,2737 JV 46
44,Féminin,1160,En Couple,0,true,1712 XG 73
59,M,216,Marié(e),3,false,9199 VU 45
26,M,232,En Couple,2,false,2119 WW 20
29,M,1341,En Couple,3,false,8164 BO 37
43,F,1221,En Couple,4,false,2069 MP 11
84,M,853,Célibataire,0,false,3356 QL 74
78,M,516,Célibataire,0,false,2968 NX 91
82,F,559,En Couple,2,false,3805 KK 74
55,M,1292,Célibataire,0,false,8141 BM 12
77,F,925,En Couple,0,false,6005 NW 37
41,M,505,En Couple,3,true,5158 DI 64
77,M,1329,Célibataire,0,false,1487 PC 91
47,M,801,En Couple,0,true,1604 CS 36
55,M,470,Célibataire,0,false,8220 YE 66
35,M,584,En Couple,3,false,1964 UW 49
67,M,592,En Couple,2,false,6748 LH 70
71,M,427,Célibataire,0,false,7491 VE 61
24,M,1395,En Couple,4,true,1941 LW 33
26,M,894,Célibataire,0,false,1605 MM 76
50,M,212,Célibataire,0,false,1575 GC 66
83,F,1048,En Couple,2,false,231 BG 37
50,M,420,En Couple,1,false,9824 RG 10
50,M,455,Célibataire,0,false,3578 FI 95
75,F,587,En Couple,1,true,5107 KS 26
71,M,585,Célibataire,0,false,9784 BN 42
61,M,1329,En Couple,4,true,5825 KE 98
82,M,494,En Couple,0,false,5703 BF 48
20,M,203,Célibataire,0,false,34 AC 52
54,F,445,En Couple,4,false,1443 RI 15
53,M,1163,En Couple,2,false,8666 TR 29
46,F,534,En Couple,0,false,101 AZ 11
49,F,571,En Couple,4,false,1446 NP 70
52,M,515,Célibataire,0,false,4656 AC 96
21,M,912,Célibataire,0,false,350 WC 97
48,M,1261,En Couple,0,false,5008 PZ 10
60,M,444,En Couple,4,false,1891 EY 59
29,M,466,Célibataire,0,false,1547 SD 26
65,M,152,En Couple,1,false,5471 CL 13
40,M,509,Célibataire,0,false,6113 BK 78
60,F,594,En Couple,2,false,4985 LA 49
29,M,868,En Couple,2,false,5966 NZ 70
23,M,203,Célibataire,0,false,9760 JC 61
25,M,546,Célibataire,0,false,7220 WL 14
33,M,426,Célibataire,0,false,8589 KK 33
21,M,980,Célibataire,0,false,5684 BY 16
29,M,248,En Couple,4,true,5571 GM 90
38,M,510,En Couple,2,false,6307 XM 83
30,F,433,En Couple,0,false,1696 QB 40
28,M,1167,Célibataire,0,false,7446 HF 73
36,M,452,En Couple,0,true,1739 LM 88
21,M,1149,En Couple,3,false,1689 AP 38
63,M,597,En Couple,4,false,4229 WH 19
55,F,592,Célibataire,0,false,4033 VW 17
55,M,1330,Célibataire,0,false,5578 PG 80
36,M,598,En Couple, ,false,5119 AY 66
77,M,465,En Couple,0,true,3023 WQ 31
22,F,534,En Couple,4,false,7565 ID 27
19,M,969,Célibataire,0,false,8035 LE 67
37,F,506,En Couple,0,false,8224 NU 27
29,M, ,En Couple,1,false,8640 JS 92
26,M,431,En Couple,0,false,5318 IM 86
38,F,455,Célibataire,0,false,4296 QN 98
57,M,571,En Couple,4,false,9303 MR 51
72,M,1184,En Couple,3,false,714 AY 22
64,M,831,Seule,1,false,2598 FW 35
74,F,1291,Célibataire,0,false,3756 DU 95
18,M,787,Seule,3,false,8703 ZO 17
69,M,572,Célibataire,0,false,8416 BD 47
40,M,1397,En Couple,0,false,376 PP 81
26,M,1195,En Couple,2,false,9569 TT 18
35,F,991,Célibataire,0,false,8673 PJ 50
26,M,172,Célibataire,0,false,2036 YZ 50
26,M,436,En Couple,0,false,8918 TS 25
18,M,1181,Célibataire,0,false,4586 DG 31
46,M,158,Célibataire,0,false,3401 IE 21
44,F,1259,En Couple,0,false,8314 IN 42
36,M,247,Célibataire,0,false,9498 BR 16
25,M,1011,Seule,2,false,5721 KM 10
23,M,780,En Couple,0,false,4241 DV 97
58,M,1371,Célibataire,0,false,2995 CI 82
56,M,753,En Couple,0,false,1728 EK 61
48,M,747,En Couple,3,false,3488 MG 31
62,M,1035,Seule,2,false,9171 YF 70
26,F,440,Célibataire,0,false,3314 RG 74
52,M,520,Célibataire,0,false,5249 XK 80
18,F,871,Célibataire,0,false,6931 MA 59
40,M,181,En Couple,2,false,7354 QF 90
43,F,448,Célibataire,0,false,985 DR 91
55,M,1308,Célibataire,0,false,7480 TW 42
34,M,555,En Couple,1,false,4388 OQ 57
21,M,971,En Couple,4,false,3984 BI 55
81,F,859,Célibataire,0,false,8460 UB 31
26,M,470,En Couple,0,true,944 AX 75
52,M,1243,En Couple,2,false,3909 IE 77
28,M,189,Célibataire,0,false,1648 PU 60
70,M,748,Célibataire,0,false,4508 RN 71
53,M,455,En Couple,0,false,979 HD 83
31,M,194,Célibataire,0,false,1000 LT 43
50,M,450,En Couple,1,false,7220 NY 86
29,M,175,En Couple,2,false,8300 NG 43
21,F,962,Célibataire,0,false,1771 WM 13
55,M,202,Divorcée,2,false,273 OL 41
41,F,212,En Couple,0,false,1400 VJ 47
19,M,1275,En Couple,1,false,5150 AM 61
69,F,569,En Couple,2,false,2516 AA 49
30,M,996,Seule,1,false,9682 GV 38
43,F,1395,Célibataire,0,false,8900 CC 89
33,M,1177,En Couple,3,false,6933 UW 64
20,M,425,Célibataire,0,false,5223 FY 83
31,M,1343,En Couple,0,true,9276 TJ 26
66,F,533,En Couple,3,false,8229 YQ 73
83,F,576,En Couple,0,false,148 PO 56
31,M,151,En Couple,4,false,6047 LM 77
52,Femme,516,En Couple,-1,false,3908 VF 75
78,M,494,Célibataire,0,false,7363 SX 28
56,M,582,En Couple,2,false,5773 KV 92
29,F,490,Célibataire,0,false,7943 IR 91
35,M,484,Célibataire,0,false,4011 IZ 56
52,M,1254,En Couple,1,false,9611 BY 98
25,F,507,Seule,3,false,5458 IF 67
24,M,575,Célibataire,0,false,1993 XE 44
34,M,185,Célibataire,0,false,5475 YZ 41
41,M,567,En Couple,0,false,2374 ME 96
71,F,574,En Couple,1,false,3799 DR 84
19,M,598,En Couple,3,false,6224 QE 24
56,M,1358,Célibataire,0,false,7136 UX 60
54,M,198,En Couple,3,false,3039 AB 98
39,M,214,En Couple,2,false,9404 XQ 87
59,F,472,En Couple,4,false,950 IK 87
19,M,492,En Couple,1,false,35 MC 59
83,M,529,En Couple,4,false,7488 QC 64
44,M,406,En Couple,0,false,9990 FE 13
69,M,531,Célibataire,0,false,7637 EB 36
27,M,432,Célibataire,0,false,1136 XV 94
48,M,776,En Couple,1,false,7396 AP 33
25,F,908,En Couple,0,false,3190 LB 93
83,M,588,En Couple,1,false,392 XW 72
56,F,577,En Couple,4,false,8536 PI 50
69,Masculin,438,En Couple,3,false,8790 CO 95
42,F,150,Célibataire,0,false,143 VM 62
28,M,844,En Couple,3,false,4427 BZ 20
51,M,565,En Couple,4,false,8223 BG 95
66,M,564,En Couple,1,false,1871 IV 45
18,M,208,En Couple,3,false,8340 MR 90
48,M,199,Célibataire,0,false,2166 XB 10
62,M,1191,En Couple,4,false,1926 JA 63
26,M,520,En Couple,0,true,1947 ZT 15
84,F,233,En Couple,3,false,9511 VF 72
28,M,405,Célibataire,0,false,6148 HL 74
47,F,599,En Couple,2,false,6305 IW 49
19,F,797,Célibataire,0,false,8435 OO 94
43,M,413,En Couple,2,false,9242 MK 39
20,F,433,En Couple,4,false,8369 EL 26
32,Masculin,920,Célibataire,0,false,6481 YD 96
83,M,594,En Couple,0,false,3875 EP 33
65,M,584,En Couple,?,false,2400 VJ 91
43,M,543,En Couple,0,false,5143 RI 45
83,F,1316,Célibataire,0,false,7177 WU 11
21,M,589,En Couple,2,false,8085 VT 96
28,M,215,Célibataire,0,false,7083 YU 20
22,M,792,Célibataire,0,false,47 JY 28
49,M,506,En Couple,3,false,9565 HH 83
47,M,536,En Couple,1,false,2723 FX 83
33,M,248,Célibataire,0,false,559 KC 29
41,M,466,En Couple,1,false,4773 TV 88
25,M,1312,En Couple,0,false,6317 EC 64
21,Femme,552,En Couple,2,false,7256 IJ 61
41,F,718,Célibataire,0,false,6189 YQ 80
18,F,1043,Célibataire,0,false,3204 LN 40
41,F,975,Célibataire,0,false,7773 WG 11
47,M,806,Célibataire,0,false,2334 HF 85
80,F,208,Célibataire,0,false,1096 QQ 43
81,M,452,En Couple,3,false,3205 ST 90
26,M,197,Célibataire,0,false,7600 ZU 42
83,M,1056,Célibataire,0,false,9632 EL 96
57,M,489,En Couple,3,false,3634 UW 10
62,M,462,En Couple,1,false,7618 TA 94
38,M,164,En Couple,1,true,1175 JW 63
57,F,941,Célibataire,0,false,3400 NI 82
24,M,529,En Couple,0,false,5887 RZ 41
31,M,515,En Couple,2,false,5480 FT 94
78,M,498,Célibataire,0,false,5973 LW 43
42,M,806,En Couple,0,false,6370 QW 38
35,M,194,En Couple,1,true,2080 YH 25
30,M,1173,Célibataire,0,false,4880 ZI 49
27,F,574,En Couple,3,false,8861 NH 10
75,M,1335,En Couple,3,false,6262 CM 43
42,F,570,Célibataire,0,false,4295 UL 68
31,M,983,Seule,2,false,1140 WG 80
41,M,491,En Couple,3,false,593 KK 55
49,F,1097,En Couple,2,true,5361 AD 51
46,M,453,Célibataire,0,false,9529 RV 43
31,M,174,En Couple,2,true,5567 SX 19
25,M,492,Célibataire,0,false,9652 CX 48
33,M,207,Seule,1,false,3100 XO 46
33,F,592,Célibataire,0,false,9958 FN 70
25,M,790,En Couple,3,false,4604 FL 46
50,M,161,En Couple,4,false,8489 IE 44
35,M,1282,En Couple,1,false,673 OX 31
67,M,410,En Couple,1,false,8786 DC 18
63,F,165,En Couple,0,false,8357 DX 43
69,M,761,En Couple,1,false,4241 DY 18
21,F,434,En Couple,0,false,4604 WG 32
26,F,1206,En Couple,4,true,63 YD 21
46,M,495,En Couple,3,false,5685 OB 12
18,F,574,En Couple,4,true,9759 RK 60
21,M,1160,En Couple,3,false,1159 BL 15
22,M,555,Célibataire,0,false,2767 YJ 96
43,M,520,En Couple,3,false,8278 GB 56
53,F,426,En Couple,3,false,1542 SX 91
28,M,444,Célibataire,0,false,8621 HI 69
19,M,1367,En Couple,2,false,7749 VG 18
20,F,425,Seule,2,false,3810 RF 77
35,F,427,En Couple,1,false,6824 AR 97
83,F,1228,En Couple,3,false,5463 AY 42
67,M,430,En Couple,3,true,452 ZK 70
32,M,1149,En Couple,0,false,533 QJ 14
50,M,231,En Couple,1,false,3656 RB 61
39,M,523,Célibataire,0,false,4336 DF 79
23,M,475,Seule,1,false,7950 TM 22
30,M,516,En Couple,2,false,5080 QB 62
68,F,1305,En Couple,1,false,6152 FB 84
26,M,434,En Couple,1,false,7140 MY 89
56,F,153,En Couple,1,true,9765 CO 86
49,F,1247,En Couple,3,false,6182 DD 94
58,M,1032,Célibataire,0,false,6107 MK 12
48,M,217,En Couple,1,false,1963 XY 16
28,F,523,En Couple,2,false,9052 JG 77
33,M,511,En Couple,4,true,1146 LO 52
84,F,982,Célibataire,0,false,8627 OX 72
59,F,956,En Couple,2,false,5362 MW 11
36,F,590,En Couple,2,false,5429 VX 56
68,F,1362,Célibataire,0,false,7982 YU 21
27,F,521,En Couple,3,true,3859 FL 43
78,F,806,En Couple,2,false,9858 AC 87
48,F,563,Célibataire,0,false,2468 QU 43
20,M,172,En Couple,4,false,108 OM 86
56,F,410,En Couple,2,true,4157 GT 87
46,M,545,En Couple,2,false,9253 QQ 50
75,M,248,Célibataire,0,false,5642 ZS 89
22,M,822,Célibataire,0,false,8080 EX 43
23,M,1271,En Couple,1,false,8964 RJ 48
31,M,206,En Couple,0,false,8887 JQ 85
24,M,765,En Couple,1,false,6394 WZ 59
27,M,544,En Couple,0,false,5587 PO 44
19,M,1088,En Couple,2,false,7626 HX 64
50,M,171,En Couple,1,false,2402 ZD 52
43,M,583,Célibataire,0,false,1959 OX 56
34,M,454,En Couple,1,true,9392 OL 15
50,M,209,En Couple,1,false,9521 DG 66
32,F,891,En Couple,1,false,4241 SZ 61
42,F,421,Célibataire,0,false,9106 YG 79
22,F,862,Seule,2,false,9570 UM 72
47,F,452,Célibataire,0,false,4621 CK 96
66,M,221,Célibataire,0,false,4653 XT 77
23,M,527,Célibataire,0,false,9759 UA 18
50,F,567,En Couple,1,false,2611 FX 48
51,F,521,En Couple,3,false,4736 FJ 51
82,M,1077,En Couple,1,false,961 IA 36
50,F,1288,Célibataire,0,false,6576 RF 19
81,M,522,En Couple,1,false,8974 RX 24
52,M,462,Célibataire,0,false,4860 LU 95
29,M,202,En Couple,4,false,9480 RJ 10
22,M,437,En Couple,3,false,6520 MX 79
36,M,234,En Couple,1,false,540 JP 69
55,M,428,Célibataire,0,false,3171 QM 87
25,M,508,En Couple,1,true,9501 QN 94
21,M,569,En Couple,1,false,1384 JQ 37
44,N/D,929,En Couple,3,false,6794 EB 32
30,M,1128,En Couple,3,false,9849 EI 82
34,F,526,En Couple,0,false,7834 CS 54
65,M,1361,En Couple,3,false,7828 SI 65
31,M,558,En Couple,4,true,3344 ZW 14
38,Homme,501,Célibataire,0,false,5216 HF 78
26,M,244,En Couple,1,false,9593 EE 14
23,M,194,Célibataire,0,false,5006 WL 43
22,F,1331,En Couple,3,false,5210 DW 42
38,M,447,En Couple,1,false,2841 TR 85
20,M,961,En Couple,0,false,8372 UZ 85
44,M,222,Célibataire,0,false,1336 IN 57
63,M,456,En Couple,1,true,8546 CA 84
42,M,400,Célibataire,0,false,633 VW 60
38,M,545,En Couple,3,false,6023 ZG 49
20,M,1114,En Couple,4,false,581 NK 31
83,M,504,En Couple,1,true,3283 WH 42
49,M,214,Célibataire,0,false,7617 SJ 88
38,M,1370,En Couple,2,false,7820 TI 86
28,M,1349,Célibataire,0,false,216 MW 82
36,M,1067,En Couple,4,false,2887 GC 54
34,M,233,En Couple,0,false,8435 MB 24
50,F,1156,En Couple,2,false,6254 YL 75
74,F,414,En Couple,1,false,7171 JL 59
52,F,538,Célibataire,0,false,3896 DD 41
18,F,442,Seule,3,false,8611 UW 36
54,M,773,En Couple,1,false,3254 RX 18
55,M,462,Célibataire,0,false,904 VJ 92
47,M,197,N/D,2,true,6913 LK 29
50,M,247,Célibataire,0,false,6434 SM 13
73,M,516,Célibataire,0,false,3711 HK 62
25,Féminin,473,En Couple,4,false,9082 WS 39
19,F,418,En Couple,4,false,6110 LL 30
21,M,231,Célibataire,0,false,5284 CI 48
26,F,215,En Couple,4,false,8021 WY 37
59,F,464,En Couple,1,false,3996 LK 35
44,F,577,En Couple,3,false,743 GD 71
28,F,244,Célibataire,0,false,410 VL 65
25,M,583,En Couple,2,false,6448 OB 87
56,M,580,Célibataire,0,false,8448 QA 55
24,F,548,En Couple,2,false,5944 SC 23
32,M,1054,Marié(e),3,false,8776 YR 57
18,M,173,Seule,3,false,7837 TX 44
46,M,591,Célibataire,0,false,3080 UI 83
35,M,773,Célibataire,0,false,6074 VN 55
26,M,1122,Célibataire,0,false,3775 KS 90
27,F,1320,En Couple,0,false,5125 CX 60
59,F,525,En Couple,2,false,167 BY 89
34,M,448,Seule,3,false,1626 MV 79
19,Masculin,943,En Couple,2,false,7395 YH 16
47,F,530,En Couple,1,true,1458 PF 52
47,M,476,En Couple,2,false,368 NA 88
52,M,186,Célibataire,0,false,1137 QT 35
75,F,173,Célibataire,0,false,9685 RP 84
50,M,515,Célibataire,0,false,4593 LS 46
39,F,1014,Célibataire,0,false,1988 BY 65
44,M,207,En Couple,1,false,6329 UV 76
19,F,485,Célibataire,0,false,4393 EQ 70
48,M,437,Célibataire,0,false,4234 TD 63
44,M,518,En Couple,1,false,5671 ME 48
26,F,509,En Couple,3,false,253 VR 84
48,M,504,Célibataire,0,false,1760 GE 13
18,F,883,Célibataire,0,false,7512 LP 14
45,M,498,Célibataire,0,false,3179 WD 90
21,M,485,Célibataire,0,false,9144 DS 44
70,M,414,En Couple,1,false,9853 CV 41
18,M,422,En Couple,4,false,4342 BC 46
50,F,572,Célibataire,0,false,5827 FD 19
78,M,469,Seule,2,false,8916 FG 71
25,M,581,Célibataire,0,false,4547 UJ 34
41,M,523,Célibataire,0,false,7919 KB 10
82,F,417,En Couple,2,false,4816 IQ 55
18,F,555,Célibataire,0,false,6940 CO 63
44,Homme,151,Célibataire,0,false,7829 TZ 65
49,M,499,En Couple,4,false,7452 WL 26
42,F,894,En Couple,4,false,8406 HL 79
32,M,977,Célibataire,0,false,777 DT 43
57,M,461,En Couple,1,true,3540 VU 27
24,M,478,En Couple,2,false,9529 UV 84
20,M,945,En Couple,3,false,5959 GJ 51
49,F,1230,En Couple,0,false,7416 NE 19
29,M,599,En Couple,1,false,2051 RS 25
57,F,1355,En Couple,3,false,4063 XT 34
44,M,574,En Couple,3,false,3174 QX 94
42,M,1092,En Couple,0,false,1089 ER 54
48,M,512,En Couple,1,false,5749 YT 64
33,M,507,En Couple,4,false,5882 CP 23
26,M,541,En Couple,0,false,9428 QL 61
73,F,596,Célibataire,0,false,1152 NY 56
65,M,477,En Couple,2,false,4061 JD 24
33,M,1135,En Couple,3,true,9732 HW 31
29,F,468,Célibataire,0,false,1349 KB 49
36,M,534,En Couple,0,false,1119 UH 64
41,F,192,En Couple,2,false,9020 DS 39
34,M,562,Célibataire,0,false,9687 GX 15
54,F,453,En Couple,0,false,75 BQ 36
20,F,511,Célibataire,0,false,1081 HB 38
23,M,822,En Couple,1,false,981 RL 82
19,M,1132,Célibataire,0,false,8110 UX 73
68,F,207,En Couple,0,false,1800 WK 74
47,M,527,Célibataire,0,false,904 WQ 44
34,M,566,En Couple,0,true,8251 RM 94
25,M,219,N/D,4,false,3187 AB 88
59,M,779,En Couple,1,false,9823 DO 83
39,M,574,En Couple,1,false,1206 NF 42
57,M,487,Célibataire,0,false,6528 DE 72
75,M,200,Célibataire,0,false,4033 IY 48
80,M,490,En Couple,1,false,8691 YM 24
80,F,456,En Couple,2,false,1087 VN 42
18,F,941,Célibataire,0,false,4823 VT 37
29,M,573,En Couple,0,false,4899 TL 98
51,M,1085,En Couple,4,false,6022 GH 98
80,M,455,Célibataire,0,false,3436 WV 83
25,M,528,Célibataire,0,false,1666 XZ 94
18,M,174,Célibataire,0,false,3074 XY 75
32,M,567,Célibataire,0,false,7818 AR 96
23,F,518,Seule,2,false,4856 CJ 91
45,M,544,En Couple,4,true,2116 IW 82
48,F,878,En Couple,0,false,1962 IU 10
48,F,434,En Couple,2,false,1282 OR 11
26,M,595,En Couple,4,true,9198 DJ 75
21,M,1302,Célibataire,0,false,8496 RO 76
33,M,786,En Couple,3,true,5733 SB 11
28,M,567,En Couple,2,false,1697 JF 89
56,F,1272,Célibataire,0,false,3688 FJ 41
45,Masculin,526,En Couple,0,false,4230 UQ 92
42,M,970,En Couple,3,false,3453 XF 42
57,M,546,En Couple,4,true,3801 FW 26
67,M,493,Célibataire,0,false,1057 VG 62
19,M,482,Seule,2,false,2971 NH 10
34,M,463,En Couple,2,true,4444 FY 24
25,M,807,En Couple,1,true,636 XO 52
29,M,575,Célibataire,0,false,354 IS 56
22,M,593,Célibataire,0,false,673 DD 39
78,M,460,En Couple,1,false,1070 DD 22
31,M,187,En Couple,3,true,6461 QG 22
24,F,199,En Couple,4,true,5335 OB 17
25,M,584,En Couple,3,false,7082 LV 35
24,F,451,Célibataire,0,false,637 CM 83
57,F,1080,En Couple,2,false,7967 YA 43
37,F,489,En Couple,3,false,4795 TX 92
70,F,227,En Couple,4,false,2617 IA 28
36,F,463,Célibataire,0,false,4436 RX 38
32,M,521, ,0,false,9123 KX 76
54,M,449,En Couple,1,false,3927 SV 97
25,M,224,Seule,3,false,8096 WQ 20
69,M,212,En Couple,4,false,6492 CS 19
18,M,546,En Couple,0,false,9501 LB 77
74,M,432,Célibataire,0,false,1846 AS 75
23,M,432,En Couple,4,false,1346 VS 77
21,M,451,Seule,2,false,3761 CA 23
66,M,443,En Couple,2,false,3343 TX 90
49,M,452,Célibataire,0,false,7106 GN 80
18,M,1000,Célibataire,0,false,5505 ZJ 21
81,F,454,En Couple,0,true,1212 KN 27
31,M,170,En Couple,1,false,2556 ON 33
79,M,502,En Couple,1,false,5479 OO 97
27,M,179,Célibataire,0,false,6511 SN 10
26,F,560,En Couple,3,false,7129 MU 79
26,M,552,Seul,0,false,8517 FC 49
21,M,488,En Couple,4,false,7295 KW 21
24,F,245,En Couple,2,false,2208 SY 40
18,Homme,467,Célibataire,0,false,7537 SM 67
37,F,484,En Couple,0,false,9198 RO 96
71,M,427,En Couple,1,false,1251 OL 39
59,M,207,Seule,3,false,6582 IT 63
21,F,217,En Couple,1,false,6096 YQ 11
55,M,879,En Couple,0,false,1273 IE 22
27,M,577,En Couple,0,false,2063 IP 62
39,M,1266,En Couple,0,false,6227 DD 46
70,F,205,En Couple,1,true,9120 JS 35
31,M,578,En Couple,2,false,2712 CQ 81
57,M,1158,Célibataire,0,false,1613 WM 55
36,F,476,En Couple,4,false,7209 GU 77
78,M,569,En Couple,3,false,7659 VR 61
54,M,521,Célibataire,0,false,8175 KZ 20
39,M,539,En Couple,2,false,1736 GJ 15
31,M,919,En Couple,4,false,172 TE 25
56,Masculin,490,En Couple,1,true,8956 AY 39
71,M,228,En Couple,0,true,9231 CD 80
41,F,532,Célibataire,0,false,3082 XN 84
26,Masculin,448,En Couple,3,true,9214 RK 58
46,M,536,Célibataire,0,false,9133 VS 44
19,F,1315,En Couple,0,false,730 MX 87
35,F,1032,Célibataire,0,false,3405 LB 63
57,F,731,En Couple,2,false,5024 TE 81
29,F,862,En Couple,0,true,7866 OB 49
71,F,584,En Couple,1,false,8933 DG 89
22,M,442,En Couple,1,false,8973 HD 52
45,M,589,En Couple,1,true,7063 EG 24
30,F,467,En Couple,1,false,1163 VX 32
31,M,1314,Célibataire,0,false,3712 BF 93
40,M,501,En Couple,4,false,6019 IS 25
51,M,922,Célibataire,0,false,4244 DL 55
19,M,852,En Couple,2,false,7677 GV 77
26,M,599,Célibataire,0,false,9583 HX 67
51,F,440,Célibataire,0,false,2234 NV 84
24,F,436,Seule,2,false,1561 IN 17
28,M,501,Célibataire,0,false,2824 AV 60
48,M,1139,En Couple,2,false,6724 HF 42
36,F,501,En Couple,3,false,3645 CD 58
68,F,982,En Couple,4,false,5018 GU 69
70,F,727,En Couple,0,false,6217 KB 86
24,F,551,En Couple,3,false,9761 JT 84
38,F,573,En Couple,2,false,1958 MA 49
59,Féminin,229,En Couple,1,false,4920 YT 37
68,F,442,En Couple,2,false,2969 UO 50
39,M,1298,En Couple,4,false,3545 LW 46
56,F,469,En Couple,0,false,752 ZE 73
39,M,477,En Couple,2,false,791 HT 93
57,M,1378,En Couple,3,false,659 CL 95
23,F,588,En Couple,4,false,8079 XR 11
43,F,246,En Couple,1,false,7284 JR 67
39,F,152,En Couple,0,false,3560 RL 68
84,M,1141,Célibataire,0,false,2721 ED 98
42,F,168,En Couple,2,true,4852 UH 13
64,M,477,En Couple,1,false,1071 IC 53
29,M,401,En Couple,0,false,9855 XM 86
18,F,500,Célibataire,0,false,9022 XE 35
46,M,478,En Couple,3,true,1964 RF 14
28,M,850,En Couple,0,false,5929 FV 16
62,F,247,Célibataire,0,false,8829 HO 77
32,M,709,En Couple,0,false,7988 VH 24
27,M,419,Célibataire,0,false,2233 ZK 61
19,M,214,Célibataire,0,false,2126 KL 92
81,M,560,En Couple,3,true,8997 MV 18
52,M,845,En Couple,2,false,9215 HL 43
60,F,526,En Couple,0,false,4318 QG 36
41,M,1118,En Couple,0,true,1864 AJ 50
37,F,483,Célibataire,0,false,1803 SI 25
70,M,1140,En Couple,2,false,2055 HX 60
41,M,513,En Couple,2,false,6525 OU 94
38,F,183,En Couple,1,false,6178 ZK 21
31,M,487,En Couple,4,false,2271 YX 76
49,F,220,En Couple,1,true,6105 KG 66
45,M,156,Célibataire,0,false,4328 SV 28
18,M,874,En Couple,0,true,6806 CS 90
29,M,222,En Couple,1,true,8709 OW 31
49,Féminin,1104,En Couple,2,false,1021 XW 28
83,F,480,En Couple,1,false,2034 DI 64
70,M,160,Célibataire,0,false,222 UR 66
19,M,167,En Couple,1,false,4816 ZG 85
52,M,421,En Couple,4,false,4368 YC 61
58,M,224,Célibataire,0,false,1565 JK 69
40,F,536,En Couple,2,false,7078 ML 86
44,M,573,Célibataire,0,false,4081 BK 96
18,M,1175,En Couple,1,true,2971 KA 29
31,M,542,Célibataire,0,false,493 WQ 14
77,M,213,Célibataire,0,false,6311 QB 47
58,M,154,Célibataire,0,false,8155 EX 74
54,F,596,En Couple,2,false,313 WZ 55
66,F,1284,Seul,0,false,595 UB 54
61,M,459,En Couple,3,false,7116 HX 70
39,F,236,En Couple,1,false,881 EE 26
55,F,563,En Couple,2,false,6212 NC 43
37,F,1311,En Couple,2,false,3601 EM 89
44,M,562,En Couple,4,false,800 QT 11
45,M,226,En Couple,4,false,6902 RN 56
20,M,212,En Couple,1,false,7591 FV 45
33,M,1073,En Couple,2,false,2508 RO 89
49,F,546,En Couple,3,false,1996 AZ 70
83,F,471,En Couple,2,true,2955 HT 75
54,F,214,En Couple,3,true,8668 IY 26
23,M,567,Célibataire,0,false,9892 XM 53
23,F,565,En Couple,1,false,269 OW 10
22,F,590,En Couple,2,false,5171 WC 11
27,F,-1,En Couple,0,false,6479 UP 73
22,M,1268,En Couple,3,false,6973 YR 32
59,M,409,Célibataire,0,false,124 OP 15
21,M,477,En Couple,2,false,2561 SV 32
